title,company,location,posted,url,stem
Executive Assistant ,UNHCR ,"Mogadishu, Somalia"," March 31, 2023",https://qaranjobs.com/job/executive-assistant-mogadishu-somalia-4/,0
IT Service Delivery Management Officer ,UNHCR ,"Mogadishu, Somalia"," March 31, 2023",https://qaranjobs.com/job/it-service-delivery-management-officer-mogadishu-somalia-2/,0
Head of Field Office ,UNHCR ,"Boosaaso, Somalia"," March 31, 2023",https://qaranjobs.com/job/head-of-field-office-boosaaso-somalia/,0
PROGRAM DEVELOPMENT AND GRANTS MANAGEMENT COORDINATOR ,The Nordic International Support Foundation ,"Mogadishu, Somalia"," March 31, 2023",https://qaranjobs.com/job/program-development-and-grants-management-coordinator-mogadishu-somalia/,0
"NIH Technical Advisor, Health Security ",The Nordic International Support - NIS ,"Mogadishu, Somalia"," March 31, 2023",https://qaranjobs.com/job/nih-technical-advisor-health-security-mogadishu-somalia/,0
Grants Officer ,USAID Project Funded ,"Beledweyne, Somalia"," March 31, 2023",https://qaranjobs.com/job/grants-officer-beledweyne-somalia/,0
Program Development Officer ,USAID Project Funded ,"Dhusamareb, Galmudug, Somalia"," March 31, 2023",https://qaranjobs.com/job/program-development-officer-dhusamareb-galmudug-somalia/,0
Engineer ,USAID Project Funded ,"Mogadishu, Somalia"," March 31, 2023",https://qaranjobs.com/job/engineer-mogadishu-somalia-5/,0
Grants Officer ,USAID Project Funded ,"Kismayo, Somalia"," March 31, 2023",https://qaranjobs.com/job/grants-officer-kismayo-somalia/,0
Midwife (2 Position) ,Human Appeal ,"Mogadishu, Somalia"," March 31, 2023",https://qaranjobs.com/job/midwife-2-position-mogadishu-somalia/,0
Cluster Coordinator (Camp Coordination and Camp Management (CCCM) ,IOM ,"Mogadishu, Somalia"," March 31, 2023",https://qaranjobs.com/job/cluster-coordinator-camp-coordination-and-camp-management-cccm-mogadishu-somalia/,0
Consortium Finance Manager ,Action Against Hunger ,"Mogadishu, Somalia"," March 31, 2023",https://qaranjobs.com/job/consortium-finance-manager-mogadishu-somalia-3/,0
"Bare 1 qof, Kulliyadda Waxbarshada ",Jaamacadda Ummadda Soomaaliyeed ,"Caabudwaaq, Galmudug, Somalia"," March 30, 2023",https://qaranjobs.com/job/bare-1-qof-kulliyadda-waxbarshada-caabudwaaq-galmudug-state-of-somalia/,0
Shaqo Banaan: Bare (1 Qof) ,Jaamacadda Ummadda Soomaaliyeed ,"Caabudwaaq, Galmudug, Somalia"," March 30, 2023",https://qaranjobs.com/job/shaqo-banaan-bare-1-qof-kulliyadda-sayniska-qayba-computer-science-caabudwaaq-galmudug-state-of-somalia/,0
Telecom Engineer (1 Position) ,Telesom Company ,Berbera," March 30, 2023",https://qaranjobs.com/job/telecom-engineer-1-position-berbera/,0
Emergency Mobile Response Officers (3 Positions) ,DRC ,"Mogadishu, Somalia"," March 30, 2023",https://qaranjobs.com/job/emergency-mobile-response-officers-3-positions-mogadishu-somalia/,0
Senior CCCM Cluster Accountability Assistant ,CTG ,"Mogadishu, Somalia"," March 29, 2023",https://qaranjobs.com/job/senior-cccm-cluster-accountability-assistant-mogadishu-somalia/,0
EPI Nurse ,Human Appeal ,"Mogadishu, Somalia"," March 29, 2023",https://qaranjobs.com/job/epi-nurse-mogadishu-somalia/,0
Medical Doctor ,Human Appeal ,"Mogadishu, Somalia"," March 29, 2023",https://qaranjobs.com/job/medical-doctor-mogadishu-somalia-2/,0
Nurse (2 Position) ,Human Appeal ,"Mogadishu, Somalia"," March 29, 2023",https://qaranjobs.com/job/nurse-2-position-mogadishu-somalia/,0
District Education Officers ,Galmudug State Of Somalia ,Galmudug State Of Somalia," March 29, 2023",https://qaranjobs.com/job/district-education-officers-galmudug-state-of-somalia/,0
EPI Officer ,WHO ,"Kismayo, Somalia"," March 29, 2023",https://qaranjobs.com/job/epi-officer-kismayo-somalia/,0
Environmental Health Manager ,IRC ,"Melkadida, Somali Region of Ethiopia"," March 29, 2023",https://qaranjobs.com/job/environmental-health-manager-melkadida-somali-region-of-ethiopia/,0
Area Manager ,Oxfam ,"Mogadishu, Somalia"," March 29, 2023",https://qaranjobs.com/job/area-manager-mogadishu-somalia-6/,0
Senior Livelihoods Officer (Re-advert) ,IRC ,"Jijiga, Somali Region of Ethiopia"," March 29, 2023",https://qaranjobs.com/job/senior-livelihoods-officer-re-advert-jijiga-somali-region-of-ethiopia/,0
Re-Advert: Livelihood Project Officer-Business Skill Trainer ,IRC ,"Jijiga, Somali Region of Ethiopia"," March 29, 2023",https://qaranjobs.com/job/re-advert-livelihood-project-officer-business-skill-trainer-jijiga-somali-region-of-ethiopia/,0
Accountant ,Concern Worldwide ,"Jigjiga, Somali Regional State of Ethiopia"," March 29, 2023",https://qaranjobs.com/job/accountant-jigjiga-somali-regional-state-of-ethiopia/,0
MOVCON Assistant ,UNSOS ,"Baidoa, Somalia"," March 29, 2023",https://qaranjobs.com/job/movcon-assistant-baidoa-somalia/,0
Advisor (m/f/d) in the Risk Management Office Somalia,GIZ ,"Hargeisa, Somalia"," March 29, 2023",https://qaranjobs.com/job/advisor-m-f-d-in-the-risk-management-office-somalia/,0
Administrative Assistant ,UNSOM ,"Mogadishu, Somalia"," March 29, 2023",https://qaranjobs.com/job/administrative-assistant-mogadishu-somalia-13/,0
Finance and Administration Manager ,Interpeace ,Hargeisa," March 29, 2023",https://qaranjobs.com/job/finance-and-administration-manager-hargeisa/,0
PHP Officer ,OXFAM ,"Garowe, Somalia"," March 28, 2023",https://qaranjobs.com/job/php-officer-garowe-puntland-state-of-somalia/,0
Programme Assistant (School Feeding) ,WFP ,"Baidoa, Somalia"," March 28, 2023",https://qaranjobs.com/job/programme-assistant-school-feeding-baidoa-somalia/,0
Programme Assistant ,WFP ,"Beledweyne, Somalia"," March 28, 2023",https://qaranjobs.com/job/programme-assistant-g5-beledweyne-somalia/,0
"Social Policy Officer (NO-A), TA, Hargeisa",UNICEF ,"Hargeisa, Somalia"," March 28, 2023",https://qaranjobs.com/job/social-policy-officer-no-a-ta-hargeisa/,0
Scope Registrar (2 Positions) ,SOS Children’s Villages International ,"Balcad, Hirshabelle State of Somalia"," March 28, 2023",https://qaranjobs.com/job/scope-registrar-2-positions-balcad-hirshabelle-state-of-somalia/,0
Supply Chain Officer ,World Vision International (WVI) ,Hargeisa," March 28, 2023",https://qaranjobs.com/job/supply-chain-officer-hargeisa/,0
Logistics Clerk ,IOM ,"Kismayo, Somalia"," March 28, 2023",https://qaranjobs.com/job/logistics-clerk-kismayo-somalia/,0
Programme Assistant ,WHO ,"Mogadishu, Somalia"," March 28, 2023",https://qaranjobs.com/job/programme-assistant-mogadishu-somalia-6/,0
Logistics Officer ,World Vision International (WVI) ,"Baidoa, Somalia"," March 28, 2023",https://qaranjobs.com/job/logistics-officer-baidoa-somalia-2/,0
Staff Safety & Access Manager ,Save the Children ,"Jigjiga, Somali Regional State of Ethiopia"," March 28, 2023",https://qaranjobs.com/job/staff-safety-access-manager-jigjiga-somali-regional-state-of-ethiopia/,0
Human Resource and Administration Officer (Readvertized) ,DRC ,"Dollo Ado, Somali Regional State of Ethiopia"," March 28, 2023",https://qaranjobs.com/job/human-resource-and-administration-officer-readvertized-dollo-ado-somali-regional-state-of-ethiopia/,0
Staff Safety and Liaison Officer (Readvertise) ,DRC ,"Dollo Ado, Somali Regional State of Ethiopia"," March 28, 2023",https://qaranjobs.com/job/staff-safety-and-liaison-officer-readvertise-dollo-ado-somali-regional-state-of-ethiopia/,0
Information Management Officer ,WHO ,"Mogadishu, Somalia"," March 28, 2023",https://qaranjobs.com/job/information-management-officer-mogadishu-somalia-10/,0
Wash Assistant ,DRC ,"Mogadishu, Somalia"," March 28, 2023",https://qaranjobs.com/job/wash-assistant-mogadishu-somalia-4/,0
Data Officer ,WHO ,"Mogadishu, Somalia"," March 28, 2023",https://qaranjobs.com/job/data-officer-1-position-lica-8-mogadishu-somalia/,0
State Surveillance Officer (SSO) ,WHO ,"Dhuusamareeb, Somalia"," March 28, 2023",https://qaranjobs.com/job/state-surveillance-officer-sso-1-position-lica-8-dhuusamareeb-somalia/,0
"Energy Systems, Projects, and Technical Regulation Advisor ",Federal Government of Somalia (FGS) ,"Mogadishu, Somalia"," March 28, 2023",https://qaranjobs.com/job/energy-systems-projects-and-technical-regulation-advisor-mogadishu-somalia/,0
Energy Resources Planning and Economic Regulation Advisor ,Federal Government of Somalia (FGS) ,"Mogadishu, Somalia"," March 28, 2023",https://qaranjobs.com/job/energy-resources-planning-and-economic-regulation-advisor-mogadishu-somalia/,0
Area ACCM Manager ,Save the Children ,Southwest State Of Somalia," March 28, 2023",https://qaranjobs.com/job/area-accm-manager-southwest-state-of-somalia/,0
Programme Associate (Social Protection) G6 ,WFP ,"Garowe, Somalia"," March 27, 2023",https://qaranjobs.com/job/programme-associate-social-protection-g6-garowe-somalia/,0
Request For Proposal (RFP) And Terms Of Reference (ToR) For Evaluation Of Alternative Care Programme In Somalia,SOS Children’s Villages International ,Somalia," March 27, 2023",https://qaranjobs.com/job/request-for-proposal-rfp-and-terms-of-reference-tor-for-evaluation-of-alternative-care-programme-in-somalia/,0
Liason Officer ,Medecins Sans Frontieres (MSF) ,"El Wak, Somalia"," March 27, 2023",https://qaranjobs.com/job/liason-officer-el-wak-ceel-waaq-somalia/,0
Scrub Nurse ,SOS Children’s Villages International ,"Mogadishu, Somalia"," March 27, 2023",https://qaranjobs.com/job/scrub-nurse-heliwa-mogadishu-somalia/,0
PROJECT COORDINATOR / COST ESTIMATOR ,Emaar Construction and Real Estate ,"Mogadishu, Somalia"," March 27, 2023",https://qaranjobs.com/job/project-coordinator-cost-estimator-mogadishu-somalia/,0
Nursing Tutor ,SOS Children’s Villages International ,"Heliwa/Mogadishu, Somalia"," March 27, 2023",https://qaranjobs.com/job/nursing-tutor-heliwa-mogadishu-somalia/,0
Jobs at OXFAM Somalia (5 Positions) ,Oxfam ,Somalia," March 27, 2023",https://qaranjobs.com/?post_type=job_listing&p=25769,0
Jobs at WFP Somalia (7 Positions) ,World Food Programme (WFP) ,Somalia," March 27, 2023",https://qaranjobs.com/job/jobs-at-wfp-somalia-7-positions-somali-jobs/,0
Re-Advert: Logistics Field Officer (2 Positions) ,Action Against Hunger ,"Wajid & Garowe/Eyl, Somalia"," March 26, 2023",https://qaranjobs.com/job/re-advert-logistics-field-officer-2-positions-wajid-garowe-eyl-somalia/,0
Nutrition and Health Information Management Specialist ,Action Against Hunger ,"Mogadishu, Somalia"," March 26, 2023",https://qaranjobs.com/job/nutrition-and-health-information-management-specialist-mogadishu-somalia/,0
Terms of Reference for Framework Agreement for Research Consultancy: Real Time Nutrition and Mortality data collection to support BRCiS drought and post drought response in Somalia,NRC ,Somalia," March 26, 2023",https://qaranjobs.com/job/terms-of-reference-for-framework-agreement-for-research-consultancy-real-time-nutrition-and-mortality-data-collection-to-support-brcis-drought-and-post-drought-response-in-somalia/,0
"Special Assistant, Political Affairs, P4 ",UNSOM ,"Mogadishu, Somalia"," March 26, 2023",https://qaranjobs.com/job/special-assistant-political-affairs-p4-mogadishu-somalia-2/,0
Climate Justice ,OXFAM ,Hargeisa," March 26, 2023",https://qaranjobs.com/job/climate-justice-project-assistant-hargeisa/,0
Education Assistant (2 Positions) ,NRC ,Hargeisa," March 26, 2023",https://qaranjobs.com/job/education-assistant-2-positions-hargeisa/,0
Livelihoods & Food Security Officer ,NRC ,Hargeisa," March 26, 2023",https://qaranjobs.com/job/livelihoods-food-security-officer-hargeisa/,0
Government Liaisons & Security Assistant ,OXFAM ,Hargeisa," March 26, 2023",https://qaranjobs.com/job/government-liaisons-security-assistant-hargeisa/,0
National Programme Support Officer (Labour Mobility and Human Development) ,IOM ,Hargeisa," March 26, 2023",https://qaranjobs.com/job/national-programme-support-officer-labour-mobility-and-human-development-hargeisa-2/,0
Direct Sales Representatives (15 Positions) ,Maal Microfinance L.T.D ,"Mogadishu, Somalia"," March 26, 2023",https://qaranjobs.com/job/direct-sales-representatives-15-positions-mogadishu-somalia/,0
Jobs at Hirshabelle State Of Somalia (8 Positions) ,Hirshabelle State Of Somalia ,Hirshabelle State Of Somalia," March 26, 2023",https://qaranjobs.com/?post_type=job_listing&p=25748,0
Logistics Assistant ,WFP ,"Mogadishu, Somalia"," March 25, 2023",https://qaranjobs.com/job/logistics-assistant-g5-15-positions-mogadishu-somalia-2/,0
"Monitoring, Evaluation, Accountability & Learning (MEAL) Officer ",YouthLink Somalia ,"Mogadishu, Somalia"," March 25, 2023",https://qaranjobs.com/job/monitoring-evaluation-accountability-learning-meal-officer-mogadishu-2/,0
Performance Based Financing (PBF) Project Zonal Focal Person ,CORDAID Ethiopia ,"Somali Region, Ethiopia"," March 25, 2023",https://qaranjobs.com/job/performance-based-financing-pbf-project-zonal-focal-person-somali-region-ethiopia/,0
Driver ,NRC ,"Jijiga, Somali Region, Ethiopia"," March 25, 2023",https://qaranjobs.com/job/driver-jijiga-somali-region-ethiopia-2/,0
Jobs at Mercy Corps Somali Regional State of Ethiopia (7 Positions) ,Mercy Corps ,Somali Region of Ethiopia," March 25, 2023",https://qaranjobs.com/?post_type=job_listing&p=25735,0
Jobs at ACTED Somalia (6 Positions) ,ACTED ,Somalia," March 25, 2023",https://qaranjobs.com/?post_type=job_listing&p=25732,0
Jobs at DRC Somalia (13 Positions) ,Danish Refugee Council (DRC) ,Somalia," March 25, 2023",https://qaranjobs.com/?post_type=job_listing&p=25731,0
"PROGRAMME MANAGEMENT OFFICER, P4 ",Resident Coordinator System (UNRCS) ,"Mogadishu, Somalia"," March 25, 2023",https://qaranjobs.com/job/programme-management-officer-p4-mogadishu-somalia/,0
"PROPERTY MANAGEMENT ASSISTANT, FS4 (Temporary Job Opening) ",UNSOS ,"Mogadishu, Somalia"," March 25, 2023",https://qaranjobs.com/job/property-management-assistant-fs4-temporary-job-opening-mogadishu-somalia/,0
Regional Immunization Specialist ,JSI ,"Jigjiga, Somali Regional State of Ethiopia"," March 25, 2023",https://qaranjobs.com/job/regional-immunization-specialist-jigjiga-somali-regional-state-of-ethiopia/,0
GBV Prevention Officer ,DRC ,"Dollo Ado, Somali Regional State of Ethiopia"," March 25, 2023",https://qaranjobs.com/job/gbv-prevention-officer-dollo-ado-somali-regional-state-of-ethiopia/,0
Agriculture Specialist ,Hirshabelle State Of Somalia ,Hirshabelle State Of Somalia," March 25, 2023",https://qaranjobs.com/job/agriculture-specialist-hirshabelle-state-of-somalia/,0
Livestock Development Specialist ,Hirshabelle State Of Somalia ,Hirshabelle State Of Somalia," March 25, 2023",https://qaranjobs.com/job/livestock-development-specialist-hirshabelle-state-of-somalia/,0
Environmental Safeguard Specialist ,Hirshabelle State Of Somalia ,Hirshabelle State Of Somalia," March 25, 2023",https://qaranjobs.com/job/environmental-safeguard-specialist-hirshabelle-state-of-somalia/,0
Environmental Catchment and Rangeland Management Specialist ,Hirshabelle State Of Somalia ,Hirshabelle State Of Somalia," March 25, 2023",https://qaranjobs.com/job/environmental-catchment-and-rangeland-management-specialist-hirshabelle-state-of-somalia/,0
Finance Officer ,Hirshabelle State Of Somalia ,Hirshabelle State Of Somalia," March 24, 2023",https://qaranjobs.com/job/finance-officer-hirshabelle-state-of-somalia/,0
M&E Specialist ,Hirshabelle State Of Somalia ,Hirshabelle State Of Somalia," March 24, 2023",https://qaranjobs.com/job/me-specialist-hirshabelle-state-of-somalia/,0
Procurement Specialist ,Hirshabelle State Of Somalia ,Hirshabelle State Of Somalia," March 24, 2023",https://qaranjobs.com/job/procurement-specialist-hirshabelle-state-of-somalia/,0
Water Engineer ,Hirshabelle State Of Somalia ,Hirshabelle State Of Somalia," March 24, 2023",https://qaranjobs.com/job/water-engineer-hirshabelle-state-of-somalia/,0
ICU Nurse (3 Positions) ,Darusalam Hospital ,"Mogadishu, Somalia"," March 24, 2023",https://qaranjobs.com/job/icu-nurse-3-positions-mogadishu-somalia/,0
Jobs at Galmudug State of Somalia (27 Positions) ,Galmudug State of Somalia ,Somalia," March 24, 2023",https://qaranjobs.com/?post_type=job_listing&p=25712,0
Cost & Quantity Surveyor SC9 ,WFP ,"Garowe, Somalia"," March 24, 2023",https://qaranjobs.com/job/cost-quantity-surveyor-sc9-garowe-somalia/,0
"Re-advertisement: Monitoring & Evaluation Officer (Team Leader, Monitoring & Learning) Consultant II ",WFP ,Somalia," March 24, 2023",https://qaranjobs.com/job/re-advertisement-monitoring-evaluation-officer-team-leader-monitoring-learning-consultant-ii-somalia/,0
Admin Intern ,IRC ,"Gaalkacyo, Somalia"," March 24, 2023",https://qaranjobs.com/job/admin-intern-gaalkacyo-mudug-somalia/,0
Short-term Supply Chain & Warehouse Assistant ,IRC ,"Gaalkacyo, Mudug, Somalia"," March 24, 2023",https://qaranjobs.com/job/short-term-supply-chain-warehouse-assistant-gaalkacyo-mudug-somalia/,0
Finance Assistant ,IRC ,"Gaalkacyo, Mudug, Somalia"," March 24, 2023",https://qaranjobs.com/job/finance-assistant-gaalkacyo-mudug-somalia/,0
Camp Coordination and Camp Management (Assistant) ,DRC ,"Gaalkacyo, Somalia"," March 24, 2023",https://qaranjobs.com/job/camp-coordination-and-camp-management-assistant-gaalkacyo-somalia/,0
Cash and Livelihoods Coordinator ,DRC ,Somalia/Kenya/Ethiopia," March 24, 2023",https://qaranjobs.com/job/cash-and-livelihoods-coordinator-somalia-kenya-ethiopia/,0
Protection Assistant ,DRC ,"Gaalkacyo, Somalia"," March 24, 2023",https://qaranjobs.com/job/protection-assistant-gaalkacyo-somalia/,0
Re-advertisement ,DRC ,"Mogadishu, Somalia"," March 24, 2023",https://qaranjobs.com/job/re-advertisement-humanitarian-access-specialist-mogadishu-somalia/,0
"Monitoring, Evaluation, Accountability and Learning Coordinator ",DRC ,Somalia/Kenya/Ethiopia," March 24, 2023",https://qaranjobs.com/job/monitoring-evaluation-accountability-and-learning-coordinator-somalia-kenya-ethiopia/,0
Information Management Specialist ,DRC ,Somalia/Kenya/Ethiopia," March 24, 2023",https://qaranjobs.com/job/information-management-specialist-somalia-kenya-ethiopia/,0
WASH Assistant ,DRC ,"Gaalkacyo, Somalia"," March 24, 2023",https://qaranjobs.com/job/wash-assistant-gaalkacyo-somalia/,0
WASH Team Leader ,DRC ,"Gaalkacyo, Somalia"," March 24, 2023",https://qaranjobs.com/job/wash-team-leader-gaalkacyo-somalia/,0
Protection Advisor ,DRC ,Somalia/Kenya/Ethiopia," March 24, 2023",https://qaranjobs.com/job/protection-advisor-somalia-kenya-ethiopia/,0
WASH Coordinator ,DRC ,Somalia/Kenya/Ethiopia," March 24, 2023",https://qaranjobs.com/job/wash-coordinator-somalia-kenya-ethiopia/,0
Office Cleaner ,WHO ,"Garowe, Somalia"," March 24, 2023",https://qaranjobs.com/job/office-cleaner-lica-2-garowe-somalia/,0
Project Officer ,Mercy Corps ,"Dollo Ado, Somali Region of Ethiopia"," March 24, 2023",https://qaranjobs.com/job/project-officer-dollo-ado-somali-region-of-ethiopia/,0
Mentoring Evaluation and Learning Officer ,Mercy Corps ,"Dollo Ado, Somali Region of Ethiopia"," March 24, 2023",https://qaranjobs.com/job/mentoring-evaluation-and-learning-officer-dollo-ado-somali-region-of-ethiopia/,0
Community Accountability Reporting Mechanism(CARM) Officer ,Mercy Corps ,"Dollo Ado, Somali Region of Ethiopia"," March 24, 2023",https://qaranjobs.com/job/community-accountability-reporting-mechanismcarm-officer-dollo-ado-somali-region-of-ethiopia/,0
Livestock Service Specialist ,Mercy Corps ,"Dollo Ado, Somali Region of Ethiopia"," March 24, 2023",https://qaranjobs.com/job/livestock-service-specialist-dollo-ado-somali-region-of-ethiopia/,0
Agronomy Specialist ,Mercy Corps ,"Dollo Ado, Somali Region of Ethiopia"," March 24, 2023",https://qaranjobs.com/job/agronomy-specialist-dollo-ado-somali-region-of-ethiopia/,0
Driver ,Mercy Corps ,"Dollo Ado, Somali Region of Ethiopia"," March 24, 2023",https://qaranjobs.com/job/driver-dollo-ado-somali-region-of-ethiopia/,0
Business Development Manager ,NEXUS Consortium ,Somalia," March 23, 2023",https://qaranjobs.com/job/business-development-manager-somalia-somaliland/,0
Monitoring Evaluation Research and Learning (MERL) Officer ,NEXUS Consortium ,Somalia," March 23, 2023",https://qaranjobs.com/job/monitoring-evaluation-research-and-learning-merl-officer-somalia-somaliland/,0
Communication and Advocacy Officer ,NEXUS Consortium ,Somalia," March 23, 2023",https://qaranjobs.com/job/communication-and-advocacy-officer-somalia-somaliland/,0
Institutional Development Manager ,NEXUS Consortium ,Somalia," March 23, 2023",https://qaranjobs.com/job/institutional-development-manager-somalia-somaliland/,0
Re-Advert: Humanitarian Access Specialist ,DRC ,"Mogadishu, Somalia"," March 23, 2023",https://qaranjobs.com/job/re-advert-humanitarian-access-specialist-mogadishu-somalia/,0
National Programme Support Officer (Labour Mobility and Human Development) ,IOM ,Hargeisa," March 23, 2023",https://qaranjobs.com/job/national-programme-support-officer-labour-mobility-and-human-development-hargeisa/,0
Finance Assistant ,Save the Children ,Mogadishu," March 23, 2023",https://qaranjobs.com/job/finance-assistant-mogadishu-2/,0
Protection Assistant ,Humanity & Inclusion ,Erigavo (Ceerigaabo)," March 23, 2023",https://qaranjobs.com/job/protection-assistant-erigavo-ceerigaabo/,0
Liason Officer (2 Positions) ,Médecins Sans Frontières (MSF) ,Somalia," March 23, 2023",https://qaranjobs.com/job/liason-officer-2-positions-garbaharey-and-belet-hawa-dollow-somalia/,0
ICU NURSE (3 Positions) ,Kalkaal Hospital ,"Mogadishu, Somalia"," March 23, 2023",https://qaranjobs.com/job/icu-nurse-3-positions-mogadishu/,0
M&E Officer ,World Vision International (WVI) ,"Wajid, Somalia"," March 23, 2023",https://qaranjobs.com/job/me-officer-wajid/,0
Project Assistant-Case Worker ,World Vision International (WVI) ,"Baidoa, Somalia"," March 23, 2023",https://qaranjobs.com/job/project-assistant-case-worker-baidoa-somalia/,0
M&E Officer ,World Vision International (WVI) ,"Baidoa, Somalia"," March 23, 2023",https://qaranjobs.com/job/me-officer-baidoa-somalia-3/,0
MEAL Coordinator ,CARE ,"Mogadishu, Somalia"," March 23, 2023",https://qaranjobs.com/job/meal-coordinator-mogadishu-somalia-2/,0
Procurement Associate ,WFP ,"Garowe, Somalia"," March 22, 2023",https://qaranjobs.com/job/procurement-associate-garowe-somalia/,0
Programme associate (livelihoods) ,WFP ,"Garowe, Somalia"," March 22, 2023",https://qaranjobs.com/job/programme-associate-livelihoods-garowe-somalia/,0
Procurement Associate ,WFP ,Hargeisa," March 22, 2023",https://qaranjobs.com/job/procurement-associate-hargeisa/,0
Project Coordinator ,Galmudug State Of Somalia ,Galmudug State of Somalia," March 22, 2023",https://qaranjobs.com/job/project-coordinator-galmudug-state-of-somalia-2/,0
Terms of Reference (TOR) for Development Of Learning Agenda Study ,Mercy Corps ,Somalia," March 22, 2023",https://qaranjobs.com/job/terms-of-reference-tor-for-development-of-learning-agenda-study-somalia-2/,0
Procurement Assistant ,UNDP ,"Mogadishu, Somalia"," March 22, 2023",https://qaranjobs.com/job/procurement-assistant-mogadishu-somalia-3/,0
"Aviation Officer NOA, Mogadishu ",WFP ,"Mogadishu, Somalia"," March 22, 2023",https://qaranjobs.com/job/aviation-officer-noa-mogadishu-mogadishu-somalia/,0
Administration and HR officer ,Plan International ,"Hargeisa, Somalia"," March 22, 2023",https://qaranjobs.com/job/administration-and-hr-officer-hargeisa/,0
Camp Coordination and Camp Management Team Leader ,DRC ,"Baidoa, Somalia"," March 22, 2023",https://qaranjobs.com/job/camp-coordination-and-camp-management-team-leader-baidoa-somalia/,0
"Assistant Programme Officer, P1 ",UNODC ,Mogadishu," March 22, 2023",https://qaranjobs.com/job/assistant-programme-officer-p1-mogadishu/,0
"Budget Officer, (P2) ",UNICEF ,Hargeisa," March 22, 2023",https://qaranjobs.com/job/budget-officer-p2-hargeisa/,0
Consortium Coordinator ,OXFAM ,"Mogadishu, Somalia"," March 21, 2023",https://qaranjobs.com/job/consortium-coordinator-somalia-joint-response-mogadishu-somalia/,0
Program Manager ,Secours Islamique France (SIF) ,"Kismayo, Somalia"," March 21, 2023",https://qaranjobs.com/job/program-manager-somali-nationals-only-kismayo-somalia/,0
Finance and Reporting Officer ,IOM ,"Mogadishu, Somalia"," March 21, 2023",https://qaranjobs.com/job/finance-and-reporting-officer-mogadishu-somalia/,0
Staff Counsellor CST I ,WFP ,"Mogadishu, Somalia"," March 21, 2023",https://qaranjobs.com/job/staff-counsellor-cst-i-mogadishu-somalia/,0
Deputy National Risk Management Advisor ,GIZ ,"Kismayo, Somalia"," March 21, 2023",https://qaranjobs.com/job/deputy-national-risk-management-advisor-kismayo-somalia/,0
National Risk Management Advisor ,GIZ ,"Kismayo, Somalia"," March 21, 2023",https://qaranjobs.com/job/national-risk-management-advisor-kismayo-somalia/,0
District Education officer (15 Position) ,Galmudug State Of Somalia ,Galmudug State Of Somalia," March 21, 2023",https://qaranjobs.com/job/district-education-officer-15-position-galmudug-state-of-somalia/,0
Regional Education Supervisor (RESs) (2 Position) ,Galmudug State Of Somalia ,"Dusamareb and Galkayo, Somalia"," March 21, 2023",https://qaranjobs.com/job/regional-education-supervisor-ress-2-position-dusamareb-and-galkayo-somalia/,0
District Education Supervisor (DES) (7 Position) ,Galmudug State Of Somalia ,Somalia," March 21, 2023",https://qaranjobs.com/job/district-education-supervisor-des-7-position-dusamareb-galkayo-guricel-adado-abudwack-hobyo-and-heraale-somalia/,0
Regional Education Office (REOs) (2 Position) ,Galmudug State Of Somalia ,"Dusamareb and Galkayo, Somalia"," March 21, 2023",https://qaranjobs.com/job/regional-education-office-reos-2-position-dusamareb-and-galkayo-somalia/,0
"Senior Logistics Officer, P5 ",UNSOS ,"Mogadishu, Somalia"," March 21, 2023",https://qaranjobs.com/job/senior-logistics-officer-p5-mogadishu-somalia-4/,0
Marketing (2 Positions) ,Biilbook Limited ,"Mogadishu, Somalia"," March 21, 2023",https://qaranjobs.com/job/marketing-2-positions-mogadishu-somalia/,0
Economic Recovery Officer ,DRC ,"Dolo Ado, Somali Region of Ethiopia"," March 21, 2023",https://qaranjobs.com/job/economic-recovery-officer-dolo-ado-somali-region-of-ethiopia/,0
Team Assistant ,WHO ,"Mogadishu, Somalia"," March 20, 2023",https://qaranjobs.com/job/team-assistant-1-position-lica-4-unops-mogadishu-somalia/,0
Gender Specialist ,UNDP ,"Mogadishu, Somalia"," March 20, 2023",https://qaranjobs.com/job/gender-specialist-mogadishu-somalia/,0
"Re-Advert: Health Manager (Immunization), P-4 ",UNICEF ,"Mogadishu, Somalia"," March 20, 2023",https://qaranjobs.com/job/re-advert-health-manager-immunization-p-4-mogadishu-somalia/,0
Logistics & Admin Assistant ,OXFAM ,"Garowe, Somalia"," March 20, 2023",https://qaranjobs.com/job/logistics-admin-assistant-garowe-somalia/,0
Customer Care Officer ,Himilo Microfinance ,"Garowe, Puntland – Somalia"," March 20, 2023",https://qaranjobs.com/job/customer-care-officer-garowe-puntland-somalia/,0
Admin & Finance Officer ,Himilo Microfinance ,"Garowe, Puntland – Somalia"," March 20, 2023",https://qaranjobs.com/job/admin-finance-officer-garowe-puntland-somalia-2/,0
Marketing Manager ,Himilo Microfinance ,"Garowe, Puntland – Somalia"," March 20, 2023",https://qaranjobs.com/job/marketing-manager-garowe-puntland-somalia-2/,0
Investment Manager ,Himilo Microfinance ,"Garowe, Puntland – Somalia"," March 20, 2023",https://qaranjobs.com/job/investment-manager-garowe-puntland-somalia/,0
ICT Officer ,Himilo Microfinance ,"Garowe, Puntland, Somalia"," March 20, 2023",https://qaranjobs.com/job/ict-officer-garowe-puntland-somalia/,1
